org_id,name,org_type,org_type_code,source_dataset,source_url
BE-BCE_KBO-0419872616,Tearfund,National NGO,22,tfb_admin1-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tfb_admin1-org.xml
GB-CHC-1158838,The Freedom Fund,International NGO,21,tff-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tff-org.xml
47045,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Public Private Partnership,30,theglobalfund-gfhq,https://data-service.theglobalfund.org/v2.1/iati/organization-xml
GB-CHC-254781,International Children's Trust,International NGO,21,theict-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/theict-org.xml
KE-RCO-84486,Transparency International Kenya,National NGO,22,ti_kenya-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ti_kenya-org.xml
1301,Transparency International Bangladesh,National NGO,22,tib-org,http://www.ti-bangladesh.org/beta3/images/2015/doc_iati_tib_organisation_15_en.xml
1301,Transparency International Bangladesh,National NGO,22,tib-organization,https://www.ti-bangladesh.org/beta3/images/2019/iati/IATI_TIB_Organisation-updated-as-of-30-June-2019.xml
KE-KRA-P051161193S,Trust for Indigenous Culture and Health,National NGO,22,ticah-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ticah-org.xml
GB-CHC-1050327,The Leprosy Mission England and Wales,International NGO,21,tlmew-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tlmew-org.xml
KE-RCO-CPR/2009/5689,TradeMark East Africa,Regional NGO,23,tmea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tmea-org.xml
NL-KVK-41201806,Transnational Institute,International NGO,21,tni-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tni-org.xml
US-EIN-13-2626135,TechnoServe,International NGO,21,tns-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tns-org.xml
BJ-IFU-5200081145006,Commune de Toffo Benin,Government,10,toffo-org,https://rsr.akvo.org/organisation/4650/iati-org/
BJ-IFU-6200901945503,Commune de Toviklin Benin,Government,10,toviklin-org1,https://rsr.akvo.org/organisation/4649/iati-org/
GB-CHC-1076722,TRAFFIC International,International NGO,21,traffic-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/traffic-org.xml
GB-COH-3031674,Traidcraft Exchange,International NGO,21,traidcraft-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/traidcraft-org.xml
XM-DAC-21033,Transparency International,International NGO,21,transparency-international-org,https://images.transparencycdn.org/images/IATI/IATI_TIS_Organisation.xml
GB-CHC-1135156,TREE AID,International NGO,21,treea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/treea-org.xml
DK-CVR-33985339,Trianglen,National NGO,22,trianglen-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/trianglen-org.xml
BE-BCE_KBO-0427736148,Trias,National NGO,22,trias-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/trias-org.xml
GB-COH-NI21482,Trocaire (Northern Ireland),International NGO,21,troc-org,https://www2.dataworkbench.io/publisher/troc/troc-org.xml
GB-CHC-1113101,THET,International NGO,21,tropicalhealth-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tropicalhealth-org.xml
XI-GRID-grid.11835.3e,University of Sheffield ,"Academic, Training and Research",80,tuos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/tuos-org.xml
TZ-BRE-63966,Twaweza,Regional NGO,23,twaweza-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/twaweza-org.xml
GB-CHC-291824,Twin,International NGO,21,twin-iati-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/twin-iati-org.xml
NL-KVK-31047672,TwynstraGudde,Private Sector,70,twynstragudde-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/twynstragudde-org.xml
KE-NCB-200201282375,Urgent Action Fund-Africa,Regional NGO,23,uaf-africa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uaf-africa-org.xml
US-EIN-03-041973,Urgent Action Fund for Women's Human Rights,International NGO,21,uaf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uaf-org.xml
CO-CCB-00159397,Urgent Action Fund Latin America,Regional NGO,23,uafla-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uafla-org.xml
PS-MOI-RA-22220-A,Union of Agricultural Work Committees,National NGO,22,uawc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uawc-org.xml
BE-BCE_KBO-0407562029,UNICEF BELGIUM,National NGO,22,ub-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ub-org.xml
GB-UKPRN-10007141,University of Central Lancashire,"Academic, Training and Research",80,uclan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uclan-org.xml
BE-BCE_KBO-0420790948,Universitair Centrum voor Ontwikkelingssamenwerking,National NGO,22,ucos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ucos-org.xml
XI-GRID-grid.442459.a,The University of Dodoma ,"Academic, Training and Research",80,udom-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/udom-org.xml
GB-GOV-8,Ministry of Defence,Government,10,ukmod-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ukmod-org.xml
GB-GOV-8,Ministry of Defence,Government,10,ukmod-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ukmod-org.xml
BE-BCE_KBO-0415627875,ULB-Coopération,National NGO,22,ulbcoop-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ulbcoop-org.xml
XI-IATI-1002,United Mission to Nepal,International NGO,21,umn-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/umn-org.xml
UG-RSB-80010000253134/25060,Uganda Martyrs University,"Academic, Training and Research",80,umu-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/umu-org.xml
XM-DAC-41110,The Joint United Nations Programme on HIV and AIDS (UNAIDS) Secretariat,Multilateral,40,unaids-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/unaids-org.xml
GB-CHC-1069182,International Service,International NGO,21,unais-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/unais-org.xml
XM-DAC-41114,United Nations Development Programme,Multilateral,40,undp-org,http://open.undp.org/download/iati_xml/Organization.xml
US-EIN-58-2368165,United Nations Foundation,National NGO,22,unf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/unf-org.xml
41119,United Nations Population Fund,Multilateral,40,unfpa-org,https://open.unfpa.org/IATI/release/UNFPA_organisation.xml
XM-DAC-41121,The UN Refugee Agency,Multilateral,40,unhcr-org,http://reporting.unhcr.org/sites/default/files/IATI/UNHCR-Organisation.xml
XM-DAC-41123,United Nations Industrial Development Organization,Multilateral,40,unido-org,https://open.unido.org/download/iati/unido-organization.xml
NL-KVK-67143555,Stichting United Work,National NGO,22,united_work-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/united_work-org.xml
NL-KVK-27368929,Universiteit Leiden,"Academic, Training and Research",80,universiteit_leiden-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/universiteit_leiden-org.xml
XI-IATI-OCHASDC,United Nations Office for the Coordination of Humanitarian Affairs,Multilateral,40,unocha-sdc-organisation,https://data.humdata.org/dataset/0f684b7c-83da-4856-92ff-93cdb6be98a4/resource/083bab4c-0cf3-4dd2-94da-8d9fbac85ab2/download/unocha-sdc-org.xml
XM-DAC-41127,United Nations Office for the Coordination of Humanitarian Affairs,Multilateral,40,unocha-organizationfiletotalbudget,https://oct.unocha.org/octws/OCTPublishData.svc/GetIATIOrganisations
XM-DAC-41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral,40,unrwa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/unrwa-org.xml
XM-DAC-41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral,40,unrwa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/unrwa-org.xml
XM-DAC-41146,UN Women,Multilateral,40,unw-org,https://open.unwomen.org/stock/xml/organization_global_programmes.xml
GB-COH-SC301345,Upper Quartile,Private Sector,70,uq-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uq-org.xml
US-EIN-522112460,IMA World Health,International NGO,21,us-imawh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/us-imawh-org.xml
XM-DAC-30010,Unitaid,Multilateral,40,utd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/utd-org.xml
NL-KVK-50130536,University Twente,"Academic, Training and Research",80,utwente-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/utwente-org.xml
NL-KVK-34159275,UTZ - joined forces with Rainforest Alliance,National NGO,22,utz-org,https://rsr.akvo.org/organisation/3656/iati-org/
BE-BCE_KBO-0451461655,Union des Villes et Communes de Wallonie,Other Public Sector,15,uvcw-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/uvcw-org.xml
GB-CHC-1081695,Vision Aid Overseas,International NGO,21,vao-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vao-org.xml
GB-CHC-1145119,Varkey Foundation,International NGO,21,varkeyfoundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/varkeyfoundation-org.xml
GB-CHC-1140123,Vision for a Nation Foundation,International NGO,21,vfan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vfan-org.xml
US-EIN-22-3900800,VisionFund International,International NGO,21,vfi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vfi-org.xml
BE-BCE_KBO-0413119733,VIA Don Bosco,National NGO,22,via-db-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/via-db-org.xml
US-EIN-222852248,Village Enterprise,International NGO,21,villageenterprise-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/villageenterprise-org.xml
GB-CHC-1117377,Village Water Ltd,International NGO,21,villagewater-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/villagewater-org.xml
GB-CHC-1053389,Viva,International NGO,21,viva-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/viva-org.xml
BE-BCE_KBO-0418766123,Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),Other Public Sector,15,vlir-uos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vlir-uos-org.xml
NL-KVK-27195046,VNG International,Other Public Sector,15,vngi-organisation,https://vnginternational.akvoapp.org/organisation/1371/iati-org/
BE-BCE_KBO-0442168263,VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,National NGO,22,vsfbelgium-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vsfbelgium-org.xml
GB-CHC-313757,Voluntary Service Overseas,International NGO,21,vso-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vso-org.xml
BE-BCE_KBO-0423616717,VVOB Education for Development,Other Public Sector,15,vvob-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vvob-org.xml
BE-BCE_KBO-0451857573,VVSG - Association of Flemish Cities and Municipalities,Other Public Sector,15,vvsg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/vvsg-org.xml
NL-KVK-41118168,Stichting Woord en Daad,National NGO,22,w-d-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/w-d-org.xml
US-EIN-84-1166148,Water for People,International NGO,21,w4p-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-org.xml
US-EIN-46-3668128,Women's Refugee Commission,International NGO,21,w_r_c-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/w_r_c-org.xml
NL-KVK-09098104,Wageningen University & Research - Stichting Wageningen Research,"Academic, Training and Research",80,wageningen_ur-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wageningen_ur-org.xml
XI-IATI-WAI,WASH Alliance International,International NGO,21,wai-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wai-org.xml
NL-KVK-41215393,War Child Holland,International NGO,21,warchildholland-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/warchildholland-org.xml
GB-CHC-208724,War on Want,International NGO,21,waronwant-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/waronwant-org.xml
NL-KVK-41172933,WASTE advisers on urban environment and development,International NGO,21,waste-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/waste-org.xml
GB-CHC-1160263,WasteAid UK,International NGO,21,wasteaid-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wasteaid-org.xml
GB-CHC-1158206,Water Works,International NGO,21,waterworks-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/waterworks-org.xml
NL-KVK-53744993,World Benchmarking Alliance,Foundation,60,wba-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wba-org.xml
GB-CHC-1084729,World Child Cancer UK,International NGO,21,wccuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wccuk-org.xml
GB-CHC-1085096,Women and Children First (UK),International NGO,21,wcf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wcf-org.xml
US-EIN-13-1740011,Wildlife Conservation Society,International NGO,21,wcs-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wcs-org.xml
US-EIN-52-1238773,Women's Environment and Development Organization,International NGO,21,wedo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wedo-org.xml
US-EIN-52-1238773,Women's Environment and Development Organization,International NGO,21,wedo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wedo-org.xml
GB-CHC-1125217,Welbodi Partnership,International NGO,21,welbodipartnership-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/welbodipartnership-org.xml
GB-CHC-1110434,Wellfound,International NGO,21,wellfound-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wellfound-org.xml
NL-KVK-41201644,Wemos,National NGO,22,wemos-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wemos-org.xml
NG-CAC-495140,Women Environmental Programme,National NGO,22,wep-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wep-org.xml
GB-COH-02693163,Westminster Foundation for Democracy,Other Public Sector,15,wfd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wfd-org.xml
NL-KVK-60633468,Water Finance Facility,Private Sector,70,wff-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wff-org.xml
XM-DAC-41140,World Food Programme,Multilateral,40,wfp-org,http://cdn.wfp.org/iati/organizations.xml
DE-CR-RA000220-VR3810,Deutsche Welthungerhilfe,International NGO,21,whh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/whh-org.xml
XM-DAC-928,World Health Organization,Multilateral,40,who-org,http://open.who.int/api/iatiFiles/iati-file-content/World%20Health%20Organization.xml
GB-CHC-206658,World Horse Welfare,International NGO,21,whw2019-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/whw2019-org.xml
NL-KVK-9099028,Wetlands International,International NGO,21,wi-nl_org,https://rsr.akvo.org/organisation/474/iati-org/
DE-CR-VR32914,Water Integrity Network,International NGO,21,win-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/win-org.xml
GB-CHC-290767,World Jewish Relief,International NGO,21,wjr_001-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wjr_001-org.xml
ET-CSA-0486,Wolaiyta Development Association,National NGO,22,woda_0486-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/woda_0486-org.xml
GB-CHC-328206,Womankind Worldwide,International NGO,21,womankindworld-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/womankindworld-org.xml
US-EIN-20-3908371,World Economic Forum,International NGO,21,worldeconomicforum-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/worldeconomicforum-org.xml
XM-DAC-47008,World Vegetable Center,Multilateral,40,worldveg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/worldveg-org.xml
GB-COH-NI011322,War on Want NI,International NGO,21,wowni-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wowni-org.xml
US-EIN-521257057,World Resources Institute,International NGO,21,wri-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wri-org.xml
BE-BCE_KBO-0413986102,WSM,National NGO,22,wsm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wsm-org.xml
GB-COH-5419428,Water and Sanitation for the Urban Poor (WSUP),Public Private Partnership,30,wsup-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wsup-org.xml
CA-CRA_ARC-119304848,World University Service of Canada,International NGO,21,wusc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wusc-org.xml
US-EIN-95-3202116,World Vision International ,International NGO,21,wvi-org,https://www.wvi.org/accountability/IATI-organisation.xml
NL-KVK-41179943,World Vision Netherlands,Foundation,60,wvnld-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wvnld-org.xml
GB-CHC-285908,World Vision UK,International NGO,21,wvuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wvuk-org.xml
BE-BCE_KBO-0408656248,WWF-Belgium,National NGO,22,wwf-be-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wwf-be-org.xml
GB-CHC-1081247,WWF-UK,International NGO,21,wwf-uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wwf-uk-org.xml
DK-CVR-40781218,World Wide Fund for Nature Denmark,International NGO,21,wwfdk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wwfdk-org.xml
21-PK-WWF,World Wide Fund for Nature - Pakistan,International NGO,21,wwfpakistan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wwfpakistan-org.xml
NL-KVK-66926262,Win Win Strategies,International NGO,21,wws-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wws-org.xml
NL-KVK-06702132,Tetra Tech International Development B.V.,Private Sector,70,wygi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/wygi-org.xml
GB-CHC-1109789,Y Care International,International NGO,21,ycare-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ycare-org.xml
YE-MSAL-80/295,Yamaan Foundation for Health and Social Development,National NGO,22,yffhsd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/yffhsd-org.xml
NP-CRO-45995/063/064,YoungInnovations,Private Sector,70,yipl-org,https://aidstream-demo.s3.us-west-2.amazonaws.com/xml/yipl-org.xml
MW-CNM-C076-1999,Youth Net and Counselling (YONECO),National NGO,22,yoneco1997-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/yoneco1997-org.xml
BJ-IFU-6200801257400,Commune de Ze Benin,Government,10,ze-org,https://rsr.akvo.org/organisation/4652/iati-org/
GB-CHC-327519,Zimbabwe Educational Trust,International NGO,21,zet-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/zet-org.xml
NL-KVK-41009723,"ZOA - Relief, Hope, Recovery",International NGO,21,zoa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/zoa-org.xml
GB-CHC-208728,Zoological Society of London,International NGO,21,zsl-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/zsl-org.xml
