org_id,name,org_type,org_type_code,source_dataset,source_url
NL-KVK-70048436,Global Rights Compliance,National NGO,22,grc2018-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/grc2018-org.xml
GB-CHC-1139083,Grow Movement,International NGO,21,growmovement_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/growmovement_admin-org.xml
GB-CHC-1175658,Global Steering Group for Impact Investment,International NGO,21,gsg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gsg-org.xml
XI-IATI-XI-GRID-grid.442626.0,Gulu University,Government,10,guluuni-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/guluuni-org.xml
US-EIN-13-2890727,Guttmacher Institute,"Academic, Training and Research",80,guttmacher-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/guttmacher-org.xml
XI-IATI-XM-DAC-7-PPR-4000002938,Global Water Partnership,International NGO,21,gwp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/gwp-org.xml
GB-CHC-1143852,Hagar International,International NGO,21,hagar_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hagar_uk-org.xml
NL-KVK-41207580,Health Action International,National NGO,22,hai-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hai-org.xml
GB-CHC-1001813,The HALO Trust,International NGO,21,halo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/halo-org.xml
GB-CHC-1113868,Hand in Hand International ,International NGO,21,handinhand-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/handinhand-org.xml
GB-CHC-1024903,Hospice Africa Ltd  ,Private Sector,70,hauk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hauk-org.xml
CH-FDJP-CHE-105181636,Centre for Humanitarian Dialogue,Foundation,60,hdcentre-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hdcentre-org.xml
NL-KVK-41211943,HealthNet,International NGO,21,healthnet-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/healthnet-org.xml
GB-COH-03054929,Health Partners International,Private Sector,70,healthpartners-international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/healthpartners-international-org.xml
NL-KVK-58183167,HE Foundation,Foundation,60,hefoundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hefoundation-org.xml
NL-KVK-20093733,Heifer Netherlands,National NGO,22,heifernederland-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/heifernederland-org.xml
GB-COH-1762840,HelpAge International,International NGO,21,helpage_international-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/helpage_international-org.xml
US-EIN-941655673,The William and Flora Hewlett Foundation,Foundation,60,hewlett-foundation-org,https://hewlett.org/wp-content/uploads/ftp_uploads/iati/IATIOrg.xml
GB-CHC-1117528,Haiti Hospital Appeal,International NGO,21,hha-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hha-org.xml
GB-CHC-1089490,Hope and Homes for Children,International NGO,21,hhc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hhc-org.xml
GB-CHC-1017255,Homeless International,International NGO,21,hi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hi-org.xml
FR-RCS-519655997,Handicap International Federation,International NGO,21,hi_fed-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hi_fed-org.xml
BE-BCE_KBO-0432235661,Handicap International Belgique,National NGO,22,hib-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hib-org.xml
NL-KVK-27290536,Hague Institute for the Innovation of Law,Foundation,60,hiil_mfa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hiil_mfa-org.xml
GB-CHC-1082565,Humanity & Inclusion - Handicap International UK,International NGO,21,hiuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hiuk-org.xml
GB-GOV-6,UK - Home Office,Government,10,homeoffice-org,https://devflow.northeurope.cloudapp.azure.com/files/xml/homeoffice-org.xml
JO-CCD-200138796,Horizons for Green Development,National NGO,22,horizons-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/horizons-org.xml
GB-COH-4887855,HealthProm,International NGO,21,hp_12-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hp_12-org.xml
GB-CHC-1837621,Health Poverty Action,International NGO,21,hpa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hpa-org.xml
GB-CHC-1126281,Human Relief Foundation,International NGO,21,hrf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hrf-org.xml
ZA-NPO-013484,Heifer Project South Africa,Regional NGO,23,hsa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hsa-org.xml
CH-FDJP-CHE105834763,market and employment for peace and stability,International NGO,21,hsi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/hsi-org.xml
GB-COH-06407873,HTSPE,Private Sector,70,htspe-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/htspe-org.xml
NL-KVK-30285304,Humana people to people,International NGO,21,humana_houben-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/humana_houben-org.xml
IADB,Inter-American Development Bank,Multilateral,40,iadb-org,https://webimages.iadb.org/iati/IATI_Organizations_Standard.xml
US-EIN-13-3870223,International AIDS Vaccine Initiative,International NGO,21,iavi-dfid2,https://aidstream.org/files/xml/iavi-org.xml
US-EIN-13-3870223,International AIDS Vaccine Initiative,International NGO,21,iavi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iavi-org.xml
DK-CVR-88136411,Oxfam IBIS,International NGO,21,ibis_denmark-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ibis_denmark-org.xml
GB-CHC-1090745,ICA:UK,National NGO,22,icauk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/icauk-org.xml
NL-KVK-56484038,ICCO Foundation,International NGO,21,icco-cooperation-org,https://www.icco-cooperation.org/en/wp-content/uploads/sites/2/2019/08/ICCO_Foundation_organisation.xml
GB-CH-4161656,ICF Consulting Services Limited,Private Sector,70,icf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/icf-org.xml
XI-IATI-MX-RFC-ICM160118IZ1,Iniciativa Climatica de Mexico,National NGO,22,icm_mx-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/icm_mx-org.xml
XM-DAC-47056,World Agroforestry Centre,International NGO,21,icraf_-drydev,https://rsr.akvo.org/organisation/4530/iati-org/
XM-DAC-21016,International Committee of the Red Cross,International NGO,21,icrc-org,https://app.icrc.org/data/iati/XM-DAC-21016-2017-ORG.xml
XM-DAC-21016,International Committee of the Red Cross,International NGO,21,icrc-org2018,https://app.icrc.org/data/iati/XM-DAC-21016-2018-ORG.xml
XM-DAC-21016,International Committee of the Red Cross,International NGO,21,icrc-org2019,https://app.icrc.org/data/iati/Org%20Std%20File%20AR2019.xml
XM-DAC-47058,International IDEA,Multilateral,40,idea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idea-org.xml
US-EIN-27-3755556,IDEO.org,International NGO,21,ideo_org-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ideo_org-org.xml
NL-KVK-53521129,"IDH, the Sustainable Trade Initiative - teast",International NGO,21,idh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idh-org.xml
NL-KVK-53521129,"IDH, the Sustainable Trade Initiative",International NGO,21,idh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idh-org.xml
NO-BRC-980997278,INTOSAI Development Initiative,International NGO,21,idi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idi-org.xml
US-EIN-27-49-33181,IDinsight,International NGO,21,idinsight-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idinsight-org.xml
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,40,idlo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idlo-org.xml
BE-BCE_KBO-0408908151,Iles de Paix,National NGO,22,idp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idp-org.xml
XM-DAC-301-2,International Development Research Centre,Other Public Sector,15,idrccrdi-org-2016,https://www.idrc.ca/sites/default/files/idrc_iati_organization_17.xml
XM-DAC-301-2,International Development Research Centre,Other Public Sector,15,idrccrdi-org,https://www.idrc.ca/sites/default/files/idrc_iati-organisation_sep_2016_1.xml
GB-COH-877338,The Institute of Development Studies,"Academic, Training and Research",80,ids-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ids-org.xml
TZ-TRA-102-316-134,"Iringa Development of Youth,Disabled and Children Care",National NGO,22,idydc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/idydc-org.xml
GB-CHC-1148404,Internews Europe,International NGO,21,ieu-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ieu-org.xml
XM-DAC-41108,International Fund for Agricultural Development,Multilateral,40,ifad-organisation,https://webapps.ifad.org/iati/ifad_organisation.xml
BJ-IFU-6201100143407,Commune de Ifangni Benin,Government,10,ifangni-org,https://rsr.akvo.org/organisation/4143/iati-org/
XM-DAC-903,International Finance Corporation,Multilateral,40,ifcwbg-org,https://disclosures.ifc.org/IATI/IFC-organization.xml
US-EIN-63-0676451,International Fertilizer Development Center,International NGO,21,ifdc-us-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ifdc-us-org.xml
DE-CR-BonnVR8726,IFOAM - Organics International,International NGO,21,ifoam-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ifoam-org.xml
XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,Other,90,ifrcrcs-org2018,http://www.ifrc.org/Docs/IATI%20Publications/IATI_org_2018.xml
XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,Other,90,ifrcrcs-org2019,http://www.ifrc.org/Docs/IATI%20Publications/IATI_org_2019.xml
XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies,Other,90,ifrcrcs-org2020,http://www.ifrc.org/Docs/IATI%20Publications/IATI_org_2020.xml
BE-BCE_KBO-0453072647,INSTITUT DE FORMATION SYNDICALE INTERNATIONALE asbl,National NGO,22,ifsi_isvi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ifsi_isvi-org.xml
NL-KVK-41146484,IHE Delft Institute for Water Education,"Academic, Training and Research",80,ihedelft-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ihedelft-org.xml
NL-KVK-70292388,Index Initiative Foundation,Foundation,60,iif-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iif-org.xml
BE-BCE_KBO-0445412518,Institute for International Workers Education,National NGO,22,iiwe-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iiwe-org.xml
GB-CHC-1093861,International Medical Corps UK,International NGO,21,imc_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/imc_uk-org.xml
XM-OCHA-HPC9829,IMPACT Initiatives,International NGO,21,impact_initiatives-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/impact_initiatives-org.xml
DK-CVR-26487013,International Media Support,International NGO,21,ims-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ims-org.xml
GB-CHC-1106349,International Network for the Availability of Scientific Publications,International NGO,21,inasp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/inasp-org.xml
GB-CHC-1075920,Indigo Trust,Foundation,60,indtrust-org,https://indigotrust.org.uk/wp-content/uploads/2017/05/organisationfile.xml
BJ-IFU-4201710116446,"Institut National de l'Eau, Université Abomey-Calavi, Bénin","Academic, Training and Research",80,ine_benin-org,https://rsr.akvo.org/organisation/3967/iati-org/
GB-COH-08828458,INPUD,International NGO,21,inpud_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/inpud_admin-org.xml
GB-CHC-1140276,International NGO Safety Organisation,International NGO,21,inso-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/inso-org.xml
US-EIN-45-5015494,Instiglio,International NGO,21,instiglio-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/instiglio-org.xml
GB-COH-07321996,Integrity Research and Consultancy Ltd,Private Sector,70,integrity-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/integrity-org.xml
GB-COH-4884328,Integrity Action,International NGO,21,integrity_action-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/integrity_action-org.xml
US-EIN-13-3287064,InterAction,International NGO,21,interaction-org,https://www.interaction.org/wp-content/uploads/iati/iati_organization_file.xml
GB-CHC-1122299,Interburns,International NGO,21,interburns-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/interburns-org.xml
CH-FDJP-CHE109994012,Interpeace,International NGO,21,interpeace-org,https://www.interpeace.org/wp-content/uploads/iati/Interpeace-Org.xml
US-EIN-550825466,IntraHealth International,International NGO,21,intrahealth-org,https://rsr.akvo.org/organisation/4439/iati-org/
GB-COH-03613839,IOD PARC (trading name of International Organisation Development Ltd),Private Sector,70,iodparc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iodparc-org.xml
XM-DAC-47066,International Organization for Migration (IOM),Multilateral,40,iom-organization,https://data.iom.int/data/org-IOM.xml
GB-CHC-1114944,iPartner India    ,International NGO,21,ip-india-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ip-india-org.xml
NL-KVK-32037590,IPA,Private Sector,70,ipa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ipa-org.xml
US-EIN-56-1071085,Ipas,International NGO,21,ipas-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ipas-org.xml
GB-CHC-21023,International Planned Parenthood Federation,International NGO,21,ippf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ippf-org.xml
US-EIN-521750875,Iraq Foundation,International NGO,21,iraq_foundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iraq_foundation-org.xml
US-EIN-13-5660870,International Rescue Committee Inc.,International NGO,21,irc_inc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/irc_inc-org.xml
GB-CHC-1065972,IRC-UK,International NGO,21,irc_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/irc_uk-org.xml
US-EIN-22-3087809,International Research and Exchange Board,International NGO,21,irex-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/irex-org.xml
XM-DAC-21-1,Ireland - Department of Foreign Affairs and Trade,Government,10,irishaid-org,https://www.irishaid.ie/media/irishaid/whatwedo/howouraidworks/transparency/orgXmlFileBudget2021.xml
GB-CHC-328158,Islamic Relief Worldwide,International NGO,21,irw-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/irw-org.xml
GB-COH-1869600,Itad Limited,Private Sector,70,itad-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/itad-org.xml
XM-DAC-45001,International Trade Centre,Multilateral,40,itc-org,https://webservices.intracen.org/IATI/ITC-orgaization.xml
BE-BCE_KBO-0410057701,Instituut voor Tropische Geneeskunde,Other Public Sector,15,itm-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/itm-org.xml
BW-CIPA-CO20151011,ITPC,International NGO,21,itpc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/itpc-org.xml
XM-DAC-30011,International Union for Conservation of Nature,International NGO,21,iucn-org,https://rsr.akvo.org/organisation/3257/iati-org/
NL-KVK-41180885,IUCN National Committee of The Netherlands,National NGO,22,iucn_nl-org,https://aidstream.org/files/xml/iucn_admin-org.xml
AU-ACNC-19242959685,International Women's Development Agency,International NGO,21,iwda-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iwda-org.xml
US-EIN-47-5049026,International Youth Alliance for Family Planning,International NGO,21,iyafp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/iyafp-org.xml
GB-CHC-1114727,Joshua Orphan and Community Care ,International NGO,21,jocc_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/jocc_uk-org.xml
JO-MSD-2011101100001,Jordan Open Source Association ,National NGO,22,josa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/josa-org.xml
KE-NGC-3372,I CHOOSE LIFE AFRICA,National NGO,22,ke-ngc-3372-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ke-ngc-3372-org.xml
ID-KHH-ID-KHH-6014052331100057,Kemitraan Bagi Pembaruan Tata Pemerintahan,National NGO,22,kemitraan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kemitraan-org.xml
FI-PRO-143138,Kepa,National NGO,22,kepa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kepa-org.xml
KE-NCB-218/051/15179/10159,Keshokenya,National NGO,22,kesho_kenya-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kesho_kenya-org.xml
BJ-IFU-6200901851300,Commune de Kétou Benin,Government,10,ketou-org,https://rsr.akvo.org/organisation/4144/iati-org/
GB-CHC-1142476,Friends of Kipkelion,National NGO,22,kipkelion-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kipkelion-org.xml
NL-KVK-33185213,Royal Tropical Institute,International NGO,21,kit-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kit-org.xml
BE-BCE_KBO-0416867297,KIYO,National NGO,22,kiyo-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kiyo-org.xml
BJ-IFU-6201100034408,Commune de Klouékanmè Benin,Government,10,klouekanme-org,https://rsr.akvo.org/organisation/4648/iati-org/
XI-GRID-grid.9829.a,Kwame Nkrumah University of Science and Technology,"Academic, Training and Research",80,knust-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/knust-org.xml
NL-KVK-40478591,Royal Netherlands Football Association,Other Public Sector,15,knvb-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/knvb-org.xml
TZ-BRLA-36057,KPMG Advisory Limited Tanzania,Private Sector,70,kpmgea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kpmgea-org.xml
GB-COH-OC301540,KPMG LLP,Private Sector,70,kpmgllp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kpmgllp-org.xml
BJ-IFU-6201101182902,Commune de Kpomasse Benin,Government,10,kpomasse-org,https://rsr.akvo.org/organisation/4651/iati-org/
GB-CHC-1054369,KwaAfrica,International NGO,21,kwaafrica-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/kwaafrica-org.xml
BJ-IFU-6200901944805,Commune de Lalo Benin,Government,10,lalo-org,https://rsr.akvo.org/organisation/4654/iati-org/
NL-KVK-30157019,Larive International,Private Sector,70,larive-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/larive-org.xml
US-EIN-22-1754524,"The Louis Berger Group, Inc.",Private Sector,70,lbg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lbg-org.xml
BE-BCE_KBO-0422717486,Louvain Coopération,National NGO,22,lc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lc-org.xml
GB-CHC-218186,Leonard Cheshire Disability,International NGO,21,lcd_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lcd_admin-org.xml
GB-CHC-1048007,Link Community Development International,International NGO,21,lcdi_admin-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lcdi_admin-org.xml
GB-CHC-1105277,Learning for Life,International NGO,21,learningforlife-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/learningforlife-org.xml
AU-ABN-097054165,Land Equity International,Private Sector,70,lei-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lei-org.xml
GB-CHC-213251,Lepra,International NGO,21,lepra-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lepra-org.xml
BE-BCE_KBO-0460240749,LIGHT FOR THE WORLD BELGIUM,National NGO,22,lftw-be-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lftw-be-org.xml
BE-BCE_KBO-0464147473,Laïcité et Humanisme en Afrique centrale,National NGO,22,lhac-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lhac-org.xml
GB-CHC-1101217,LAMB Health Care Foundation  ,National NGO,22,lhcf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/lhcf-org.xml
GB-CHC-1125512,Lively Minds,International NGO,21,livelyminds-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/livelyminds-org.xml
DK-CVR-20453672,Danish Trade Union Development Agency,International NGO,21,loftf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/loftf-org.xml
ZA-NPO-025-359,mothers2mothers South Africa  ,International NGO,21,m2m_sa-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/m2m_sa-org.xml
XI-GRID-grid.442465.5,Mzumbe University,"Academic, Training and Research",80,m_u-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/m_u-org.xml
GB-CHC-1083008,MAG,International NGO,21,mag-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mag-org.xml
NL-KVK-41209946,Mainline M&E,International NGO,21,mainline-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mainline-org.xml
GB-CHC-1099776,Malaria Consortium,International NGO,21,malariaconsortium-org,http://www.malariaconsortium.org/IATI-XML/GB-CHC-1099776.xml
NL-KVK-41202535,Mama Cash,Foundation,60,mamac-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mamac-org.xml
mam_in,MAMTA HALTH INSTITUTE FOR MOTHER AND CHILD,National NGO,22,mamta_himc-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mamta_himc-org.xml
GB-COH-04105827,MannionDaniels,Private Sector,70,manniondaniels-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/manniondaniels-org.xml
GB-SC-SCO45223,Mary's Meals,International NGO,21,marysmeals-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/marysmeals-org.xml
CA-CRA_ACR-817387277,Mastercard Foundation,Foundation,60,mastercard-foundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mastercard-foundation-org.xml
NL-KVK-34219433,Max Foundation,International NGO,21,max-foundation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/max-foundation-org.xml
NL-KVK-855689493,Stichting Mayday Rescue Foundation,Foundation,60,maydayrescue-org,https://aidstream.org/files/xml/perthiessen-org.xml
GB-SC-SC030289,Mercy Corps Europe,International NGO,21,mce-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mce-org.xml
GB-SC-SC030289,Mercy Corps Europe,International NGO,21,mce-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mce-org.xml
GB-COH-FC012665,McKinsey and Company,Private Sector,70,mck-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mck-org.xml
NL-KVK-70333564,Mercy Corps Netherlands,International NGO,21,mcn-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mcn-org.xml
FR-INSEE-32101874900127,Médecins du Monde France,International NGO,21,mdm-fr-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mdm-fr-org.xml
GB-COH-07840888,MedicineAfrica Ltd,Private Sector,70,medafrica-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/medafrica-org.xml
CH-FDJP-106064950,Medair,International NGO,21,medair-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/medair-org.xml
BE-BCE_KBO-0460162753,Médecins du Monde Belgique,National NGO,22,medecins-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/medecins-org.xml
XM-DAC-236,Ministère de l'Economie et des Finances du Benin,Government,10,mefbenin-org,https://rsr.akvo.org/organisation/4132/iati-org/
XI-IATI-NZ-1,Ministry of Foreign Affairs,Government,10,mfat-org-file,https://www.mfat.govt.nz/assets/Aid/IATI/NZ-MFAT-IATI-ORG.xml
GB-COH-07669775,GEMS Education Solutions,Private Sector,70,mgcubed-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mgcubed-org.xml
IN-ITA-1886,Micro Insurance Academy,National NGO,22,mia_india-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mia_india-org.xml
GB-CHC-1120413,MICAIA,International NGO,21,mic-uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mic-uk-org.xml
GB-CHC-1038785,Mifumi UK,International NGO,21,mifumi_uk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mifumi_uk-org.xml
US-18,Millennium Challenge Corporation,Government,10,millenniumchallenge-org,https://inventory.data.gov/dataset/d4b25051-0bf8-4dd1-8c06-bbed2e4bb193/resource/9d0af48a-e44c-41b9-b572-729068438a92/download/organisation.xml
XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,Government,10,minbuza_nl-organisation,https://static.rijksoverheid.nl/bz/IATI_ORGANISATION.xml
GB-CHC-1104287,MicroLoan Foundation,International NGO,21,mlf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mlf-org.xml
NL-KVK-41149831,Mensen met een Missie,Foundation,60,mm1-drc,https://aidstream.org/files/xml/mm1-org.xml
NL-KVK-41149831,Mensen met een Missie,Foundation,60,mm1-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mm1-org.xml
MW-MRA-20125995,Mulanje Mission Hospital,National NGO,22,mmh-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mmh-org.xml
BE-BCE_KBO-0415426155,MIEL MAYA HONING asbl,National NGO,22,mmha-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mmha-org.xml
GB-COH-1110949,Mott MacDonald Group Limited,Private Sector,70,mml-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mml-org.xml
BE-BCE_KBO-0430826290,Le Monde selon les femmes asbl,National NGO,22,mondefemmes-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mondefemmes-org.xml
NL-KVK-41177601,Mondiaal FNV,National NGO,22,mondiaalfnv-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mondiaalfnv-org.xml
GB-CHC-1079358,Motivation Charitable Trust,International NGO,21,motivation-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/motivation-org.xml
GB-CHC-1091105,Meningitis Research Foundation,International NGO,21,mrf-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mrf-org.xml
GB-CHC-282305,Minority Rights Group,International NGO,21,mrg-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mrg-org.xml
GB-COH-1102208,MSI Reproductive Choices,International NGO,21,msi-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/msi-org.xml
XI-IATI-NL-KVK-41145371,Maastricht School of Management,Foundation,60,msm-ipd-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/msm-ipd-org.xml
GB-COH-00637978,Maxwell Stamp PLC,Private Sector,70,mstamp-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mstamp-org.xml
GB-COH-03147724,Mercy Ships UK Limited,International NGO,21,msuk-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/msuk-org.xml
BE-BCE_KBO-0448723978,Médecins sans vacances,National NGO,22,msv-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/msv-org.xml
GB-CHC-1176462,Muslim Aid,International NGO,21,muslimaid-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/muslimaid-org.xml
NL-KVK-30195730,MVO Nederland,Other Public Sector,15,mvo_nederland-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mvo_nederland-org.xml
YE-MSAL-18-2013,Mwatana for Human Rights,National NGO,22,mwatana-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/mwatana-org.xml
US-EIN-45-2796201,"Namati, Inc",Multilateral,40,namati_inc-org,http://namati.org/namati-organisations.xml
GB-COH-02768268,Nathan Associates London Ltd,Private Sector,70,nathan-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/nathan-org.xml
NL-KVK-41185216,Netherlands Commission for Environmental Assessment,Foundation,60,ncea-org,https://aidstream.s3.us-west-2.amazonaws.com/xml/ncea-org.xml
GH-RGD-CG077262013,NATURE AND DEVELOPMENT FOUNDATION,National NGO,22,ndf_fgm-organisation,https://aidstream.s3.amazonaws.com/xml/ndf_fgm-org.xml
ML-NIF-055000335T,Near East Foundation Mali,National NGO,22,nef_mali-org,https://rsr.akvo.org/organisation/5427/iati-org/
